ISO,Year,Population
GIN,2008,226
GIN,2009,226
GIN,2010,226
GIN,2011,226
GIN,2012,226
GIN,2013,226
GIN,2014,226
GIN,2015,226
GIN,2016,226
GIN,2017,226
GIN,2018,226
GIN,2019,226
GMB,2000,3
GMB,2001,3
GMB,2002,3
GMB,2003,3
GMB,2004,3
GMB,2005,3
GMB,2006,3
GMB,2007,3
GMB,2008,3
GMB,2009,3
GMB,2010,3
GMB,2011,3
GMB,2012,3
GMB,2013,3
GMB,2014,3
GMB,2015,3
GMB,2016,3
GMB,2017,3
GMB,2018,3
GMB,2019,3
GNB,2000,12
GNB,2001,12
GNB,2002,12
GNB,2003,12
GNB,2004,12
GNB,2005,12
GNB,2006,12
GNB,2007,12
GNB,2008,12
GNB,2009,12
GNB,2010,12
GNB,2011,12
GNB,2012,12
GNB,2013,12
GNB,2014,12
GNB,2015,12
GNB,2016,12
GNB,2017,12
GNB,2018,12
GNB,2019,12
GNQ,2000,25
GNQ,2001,25
GNQ,2002,25
GNQ,2003,25
GNQ,2004,25
GNQ,2005,25
GNQ,2006,25
GNQ,2007,25
GNQ,2008,25
GNQ,2009,25
GNQ,2010,25
GNQ,2011,25
GNQ,2012,25
GNQ,2013,25
GNQ,2014,25
GNQ,2015,25
GNQ,2016,25
GNQ,2017,25
GNQ,2018,25
GNQ,2019,25
GRC,2000,55.5
GRC,2001,55.5
GRC,2002,55.5
GRC,2003,55.5
GRC,2004,55.5
GRC,2005,55.5
GRC,2006,55.5
GRC,2007,55.5
GRC,2008,55.5
GRC,2009,55.5
GRC,2010,55.5
GRC,2011,55.5
GRC,2012,55.5
GRC,2013,55.5
GRC,2014,55.5
GRC,2015,55.5
GRC,2016,55.5
GRC,2017,55.5
GRC,2018,55.5
GRC,2019,55.5
GRD,2000,0
GRD,2001,0
GRD,2002,0
GRD,2003,0
GRD,2004,0
GRD,2005,0
GRD,2006,0
GRD,2007,0
GRD,2008,0
GRD,2009,0
GRD,2010,0
GRD,2011,0
GRD,2012,0
GRD,2013,0
GRD,2014,0
GRD,2015,0
GRD,2016,0
GRD,2017,0
GRD,2018,0
GRD,2019,0
GRL,2000,0
GRL,2001,0
GRL,2002,0
GRL,2003,0
GRL,2004,0
GRL,2005,0
GRL,2006,0
GRL,2007,0
GRL,2008,0
GRL,2009,0
GRL,2010,0
GRL,2011,0
GRL,2012,0
GRL,2013,0
GRL,2014,0
GRL,2015,0
GRL,2016,0
GRL,2017,0
GRL,2018,0
GRL,2019,0
GTM,2000,100.7
GTM,2001,100.7
GTM,2002,100.7
GTM,2003,100.7
GTM,2004,100.7
GTM,2005,100.7
GTM,2006,100.7
GTM,2007,100.7
GTM,2008,100.7
GTM,2009,100.7
GTM,2010,100.7
GTM,2011,100.7
GTM,2012,100.7
GTM,2013,100.7
GTM,2014,100.7
GTM,2015,100.7
GTM,2016,100.7
GTM,2017,100.7
GTM,2018,100.7
GTM,2019,100.7
GUM,2000,0
GUM,2001,0
GUM,2002,0
GUM,2003,0
GUM,2004,0
GUM,2005,0
GUM,2006,0
GUM,2007,0
GUM,2008,0
GUM,2009,0
GUM,2010,0
GUM,2011,0
GUM,2012,0
GUM,2013,0
GUM,2014,0
GUM,2015,0
GUM,2016,0
GUM,2017,0
GUM,2018,0
GUM,2019,0
GUY,2000,241
GUY,2001,241
GUY,2002,241
GUY,2003,241
GUY,2004,241
GUY,2005,241
GUY,2006,241
GUY,2007,241
GUY,2008,241
GUY,2009,241
GUY,2010,241
GUY,2011,241
GUY,2012,241
GUY,2013,241
GUY,2014,241
GUY,2015,241
GUY,2016,241
GUY,2017,241
GUY,2018,241
GUY,2019,241
HKG,2000,0
HKG,2001,0
HKG,2002,0
HKG,2003,0
HKG,2004,0
HKG,2005,0
HKG,2006,0
HKG,2007,0
HKG,2008,0
HKG,2009,0
HKG,2010,0
HKG,2011,0
HKG,2012,0
HKG,2013,0
HKG,2014,0
HKG,2015,0
HKG,2016,0
HKG,2017,0
HKG,2018,0
HKG,2019,0
HND,2000,81.57
HND,2001,81.57
HND,2002,81.57
HND,2003,81.57
HND,2004,81.57
HND,2005,81.57
HND,2006,81.57
HND,2007,81.57
HND,2008,81.57
HND,2009,81.57
HND,2010,81.57
HND,2011,81.57
HND,2012,81.57
HND,2013,81.57
HND,2014,81.57
HND,2015,81.57
HND,2016,81.57
HND,2017,81.57
HND,2018,81.57
HND,2019,81.57
HRV,2000,27.2
HRV,2001,27.2
HRV,2002,27.2
HRV,2003,27.2
HRV,2004,27.2
HRV,2005,27.2
HRV,2006,27.2
HRV,2007,27.2
HRV,2008,27.2
HRV,2009,27.2
HRV,2010,27.2
HRV,2011,27.2
HRV,2012,27.2
HRV,2013,27.2
HRV,2014,27.2
HRV,2015,27.2
HRV,2016,27.2
HRV,2017,27.2
HRV,2018,27.2
HRV,2019,27.2
HTI,2000,10.85
HTI,2001,10.85
HTI,2002,10.85
HTI,2003,10.85
HTI,2004,10.85
HTI,2005,10.85
HTI,2006,10.85
HTI,2007,10.85
HTI,2008,10.85
HTI,2009,10.85
HTI,2010,10.85
HTI,2011,10.85
HTI,2012,10.85
HTI,2013,10.85
HTI,2014,10.85
HTI,2015,10.85
HTI,2016,10.85
HTI,2017,10.85
HTI,2018,10.85
HTI,2019,10.85
HUN,2000,6
HUN,2001,6
HUN,2002,6
HUN,2003,6
HUN,2004,6
HUN,2005,6
HUN,2006,6
HUN,2007,6
HUN,2008,6
HUN,2009,6
HUN,2010,6
HUN,2011,6
HUN,2012,6
HUN,2013,6
HUN,2014,6
HUN,2015,6
HUN,2016,6
HUN,2017,6
HUN,2018,6
HUN,2019,6
IDN,2000,1973
IDN,2001,1973
IDN,2002,1973
IDN,2003,1973
IDN,2004,1973
IDN,2005,1973
IDN,2006,1973
IDN,2007,1973
IDN,2008,1973
IDN,2009,1973
IDN,2010,1973
IDN,2011,1973
IDN,2012,1973
IDN,2013,1973
IDN,2014,1973
IDN,2015,1973
IDN,2016,1973
IDN,2017,1973
IDN,2018,1973
IDN,2019,1973
IMN,2000,0
IMN,2001,0
IMN,2002,0
IMN,2003,0
IMN,2004,0
IMN,2005,0
IMN,2006,0
IMN,2007,0
IMN,2008,0
IMN,2009,0
IMN,2010,0
IMN,2011,0
IMN,2012,0
IMN,2013,0
IMN,2014,0
IMN,2015,0
IMN,2016,0
IMN,2017,0
IMN,2018,0
IMN,2019,0
IRL,2000,48.2
IRL,2001,48.2
IRL,2002,48.2
IRL,2003,48.2
IRL,2004,48.2
IRL,2005,48.2
IRL,2006,48.2
IRL,2007,48.2
IRL,2008,48.2
IRL,2009,48.2
IRL,2010,48.2
IRL,2011,48.2
IRL,2012,48.2
IRL,2013,48.2
IRL,2014,48.2
IRL,2015,48.2
IRL,2016,48.2
IRL,2017,48.2
IRL,2018,48.2
IRL,2019,48.2
IRN,2000,97.3
IRN,2001,97.3
IRN,2002,97.3
IRN,2003,97.3
IRN,2004,97.3
IRN,2005,97.3
IRN,2006,97.3
IRN,2007,97.3
IRN,2008,97.3
IRN,2009,97.3
IRN,2010,97.3
IRN,2011,97.3
IRN,2012,97.3
IRN,2013,97.3
IRN,2014,97.3
IRN,2015,97.3
IRN,2016,97.3
IRN,2017,97.3
IRN,2018,97.3
IRN,2019,97.3
IRQ,2000,34
IRQ,2001,34
IRQ,2002,34
IRQ,2003,34
IRQ,2004,34
IRQ,2005,34
IRQ,2006,34
IRQ,2007,34
IRQ,2008,34
IRQ,2009,34
IRQ,2010,34
IRQ,2011,34
IRQ,2012,34
IRQ,2013,34
IRQ,2014,34
IRQ,2015,34
IRQ,2016,34
IRQ,2017,34
IRQ,2018,34
IRQ,2019,34
ISL,2000,166
ISL,2001,166
ISL,2002,166
ISL,2003,166
ISL,2004,166
ISL,2005,166
ISL,2006,166
ISL,2007,166
ISL,2008,166
ISL,2009,166
ISL,2010,166
ISL,2011,166
ISL,2012,166
ISL,2013,166
ISL,2014,166
ISL,2015,166
ISL,2016,166
ISL,2017,166
ISL,2018,166
ISL,2019,166
ISR,2000,0.25
ISR,2001,0.25
ISR,2002,0.25
ISR,2003,0.25
ISR,2004,0.25
ISR,2005,0.25
ISR,2006,0.25
ISR,2007,0.25
ISR,2008,0.25
ISR,2009,0.25
ISR,2010,0.25
ISR,2011,0.25
ISR,2012,0.25
ISR,2013,0.25
ISR,2014,0.25
ISR,2015,0.25
ISR,2016,0.25
ISR,2017,0.25
ISR,2018,0.25
ISR,2019,0.25
ITA,2000,170.5
ITA,2001,170.5
ITA,2002,170.5
ITA,2003,170.5
ITA,2004,170.5
ITA,2005,170.5
ITA,2006,170.5
ITA,2007,170.5
ITA,2008,170.5
ITA,2009,170.5
ITA,2010,170.5
ITA,2011,170.5
ITA,2012,170.5
ITA,2013,170.5
ITA,2014,170.5
ITA,2015,170.5
ITA,2016,170.5
ITA,2017,170.5
ITA,2018,170.5
ITA,2019,170.5
JAM,2000,9.111
JAM,2001,9.111
JAM,2002,9.111
JAM,2003,9.111
JAM,2004,9.111
JAM,2005,9.111
JAM,2006,9.111
JAM,2007,9.111
JAM,2008,9.111
JAM,2009,9.111
JAM,2010,9.111
JAM,2011,9.111
JAM,2012,9.111
JAM,2013,9.111
JAM,2014,9.111
JAM,2015,9.111
JAM,2016,9.111
JAM,2017,9.111
JAM,2018,9.111
JAM,2019,9.111
JOR,2000,0.485
JOR,2001,0.485
JOR,2002,0.485
JOR,2003,0.485
JOR,2004,0.485
JOR,2005,0.485
JOR,2006,0.485
JOR,2007,0.485
JOR,2008,0.485
JOR,2009,0.485
JOR,2010,0.485
JOR,2011,0.485
JOR,2012,0.485
JOR,2013,0.485
JOR,2014,0.485
JOR,2015,0.485
JOR,2016,0.485
JOR,2017,0.485
JOR,2018,0.485
JOR,2019,0.485
JPN,2000,420
JPN,2001,420
JPN,2002,420
JPN,2003,420
JPN,2004,420
JPN,2005,420
JPN,2006,420
JPN,2007,420
JPN,2008,420
JPN,2009,420
JPN,2010,420
JPN,2011,420
JPN,2012,420
JPN,2013,420
JPN,2014,420
JPN,2015,420
JPN,2016,420
JPN,2017,420
JPN,2018,420
JPN,2019,420
KAZ,2000,56.5
KAZ,2001,56.5
KAZ,2002,56.5
KAZ,2003,56.5
KAZ,2004,56.5
KAZ,2005,56.5
KAZ,2006,56.5
KAZ,2007,56.5
KAZ,2008,56.5
KAZ,2009,56.5
KAZ,2010,56.5
KAZ,2011,56.5
KAZ,2012,56.5
KAZ,2013,56.5
KAZ,2014,56.5
KAZ,2015,56.5
KAZ,2016,56.5
KAZ,2017,56.5
KAZ,2018,56.5
KAZ,2019,56.5
KEN,2000,20.2
KEN,2001,20.2
KEN,2002,20.2
KEN,2003,20.2
KEN,2004,20.2
KEN,2005,20.2
KEN,2006,20.2
KEN,2007,20.2
KEN,2008,20.2
KEN,2009,20.2
KEN,2010,20.2
KEN,2011,20.2
KEN,2012,20.2
KEN,2013,20.2
KEN,2014,20.2
KEN,2015,20.2
KEN,2016,20.2
KEN,2017,20.2
KEN,2018,20.2
KEN,2019,20.2
KGZ,2000,46.46
KGZ,2001,46.46
KGZ,2002,46.46
KGZ,2003,46.46
KGZ,2004,46.46
KGZ,2005,46.46
KGZ,2006,46.46
KGZ,2007,46.46
KGZ,2008,46.46
KGZ,2009,46.46
KGZ,2010,46.46
KGZ,2011,46.46
KGZ,2012,46.46
KGZ,2013,46.46
KGZ,2014,46.46
KGZ,2015,46.46
KGZ,2016,46.46
KGZ,2017,46.46
KGZ,2018,46.46
KGZ,2019,46.46
KHM,2000,116
KHM,2001,116
KHM,2002,116
KHM,2003,116
KHM,2004,116
KHM,2005,116
KHM,2006,116
KHM,2007,116
KHM,2008,116
KHM,2009,116
KHM,2010,116
KHM,2011,116
KHM,2012,116
KHM,2013,116
KHM,2014,116
KHM,2015,116
KHM,2016,116
KHM,2017,116
KHM,2018,116
KHM,2019,116
KIR,2000,0
KIR,2001,0
KIR,2002,0
KIR,2003,0
KIR,2004,0
KIR,2005,0
KIR,2006,0
KIR,2007,0
KIR,2008,0
KIR,2009,0
KIR,2010,0
KIR,2011,0
KIR,2012,0
KIR,2013,0
KIR,2014,0
KIR,2015,0
KIR,2016,0
KIR,2017,0
KIR,2018,0
KIR,2019,0
KNA,2000,0.004
KNA,2001,0.004
KNA,2002,0.004
KNA,2003,0.004
KNA,2004,0.004
KNA,2005,0.004
KNA,2006,0.004
KNA,2007,0.004
KNA,2008,0.004
KNA,2009,0.004
KNA,2010,0.004
KNA,2011,0.004
KNA,2012,0.004
KNA,2013,0.004
KNA,2014,0.004
KNA,2015,0.004
KNA,2016,0.004
KNA,2017,0.004
KNA,2018,0.004
KNA,2019,0.004
KOR,2000,62.25
KOR,2001,62.25
KOR,2002,62.25
KOR,2003,62.25
KOR,2004,62.25
KOR,2005,62.25
KOR,2006,62.25
KOR,2007,62.25
KOR,2008,62.25
KOR,2009,62.25
KOR,2010,62.25
KOR,2011,62.25
KOR,2012,62.25
KOR,2013,62.25
KOR,2014,62.25
KOR,2015,62.25
KOR,2016,62.25
KOR,2017,62.25
KOR,2018,62.25
KOR,2019,62.25
KWT,2000,0
KWT,2001,0
KWT,2002,0
KWT,2003,0
KWT,2004,0
KWT,2005,0
KWT,2006,0
KWT,2007,0
KWT,2008,0
KWT,2009,0
KWT,2010,0
KWT,2011,0
KWT,2012,0
KWT,2013,0
KWT,2014,0
KWT,2015,0
KWT,2016,0
KWT,2017,0
KWT,2018,0
KWT,2019,0
LAO,2000,190.4
LAO,2001,190.4
LAO,2002,190.4
LAO,2003,190.4
LAO,2004,190.4
LAO,2005,190.4
LAO,2006,190.4
LAO,2007,190.4
LAO,2008,190.4
LAO,2009,190.4
LAO,2010,190.4
LAO,2011,190.4
LAO,2012,190.4
LAO,2013,190.4
LAO,2014,190.4
LAO,2015,190.4
LAO,2016,190.4
LAO,2017,190.4
LAO,2018,190.4
LAO,2019,190.4
LBN,2000,4.1
LBN,2001,4.1
LBN,2002,4.1
LBN,2003,4.1
LBN,2004,4.1
LBN,2005,4.1
LBN,2006,4.1
LBN,2007,4.1
LBN,2008,4.1
LBN,2009,4.1
LBN,2010,4.1
LBN,2011,4.1
LBN,2012,4.1
LBN,2013,4.1
LBN,2014,4.1
LBN,2015,4.1
LBN,2016,4.1
LBN,2017,4.1
LBN,2018,4.1
LBN,2019,4.1
LBR,2000,200
LBR,2001,200
LBR,2002,200
LBR,2003,200
LBR,2004,200
LBR,2005,200
LBR,2006,200
LBR,2007,200
LBR,2008,200
LBR,2009,200
LBR,2010,200
LBR,2011,200
LBR,2012,200
LBR,2013,200
LBR,2014,200
LBR,2015,200
LBR,2016,200
LBR,2017,200
LBR,2018,200
LBR,2019,200
LBY,2000,0.2
LBY,2001,0.2
LBY,2002,0.2
LBY,2003,0.2
LBY,2004,0.2
LBY,2005,0.2
LBY,2006,0.2
LBY,2007,0.2
LBY,2008,0.2
LBY,2009,0.2
LBY,2010,0.2
LBY,2011,0.2
LBY,2012,0.2
LBY,2013,0.2
LBY,2014,0.2
LBY,2015,0.2
LBY,2016,0.2
LBY,2017,0.2
LBY,2018,0.2
LBY,2019,0.2
LCA,2000,0
LCA,2001,0
LCA,2002,0
LCA,2003,0
LCA,2004,0
LCA,2005,0
LCA,2006,0
LCA,2007,0
LCA,2008,0
LCA,2009,0
LCA,2010,0
LCA,2011,0
LCA,2012,0
LCA,2013,0
LCA,2014,0
LCA,2015,0
LCA,2016,0
LCA,2017,0
LCA,2018,0
LCA,2019,0
LIE,2000,0
LIE,2001,0
LIE,2002,0
LIE,2003,0
LIE,2004,0
LIE,2005,0
LIE,2006,0
LIE,2007,0
LIE,2008,0
LIE,2009,0
LIE,2010,0
LIE,2011,0
LIE,2012,0
LIE,2013,0
LIE,2014,0
LIE,2015,0
LIE,2016,0
LIE,2017,0
LIE,2018,0
LIE,2019,0
LKA,2000,52
LKA,2001,52
LKA,2002,52
LKA,2003,52
LKA,2004,52
LKA,2005,52
LKA,2006,52
LKA,2007,52
LKA,2008,52
LKA,2009,52
LKA,2010,52
LKA,2011,52
LKA,2012,52
LKA,2013,52
LKA,2014,52
LKA,2015,52
LKA,2016,52
LKA,2017,52
LKA,2018,52
LKA,2019,52
LSO,2000,5.23
LSO,2001,5.23
LSO,2002,5.23
LSO,2003,5.23
LSO,2004,5.23
LSO,2005,5.23
LSO,2006,5.23
LSO,2007,5.23
LSO,2008,5.23
LSO,2009,5.23
LSO,2010,5.23
LSO,2011,5.23
LSO,2012,5.23
LSO,2013,5.23
LSO,2014,5.23
LSO,2015,5.23
LSO,2016,5.23
LSO,2017,5.23
LSO,2018,5.23
LSO,2019,5.23
LTU,2000,15.36
LTU,2001,15.36
LTU,2002,15.36
LTU,2003,15.36
LTU,2004,15.36
LTU,2005,15.36
LTU,2006,15.36
LTU,2007,15.36
LTU,2008,15.36
LTU,2009,15.36
LTU,2010,15.36
LTU,2011,15.36
LTU,2012,15.36
LTU,2013,15.36
LTU,2014,15.36
LTU,2015,15.36
LTU,2016,15.36
LTU,2017,15.36
LTU,2018,15.36
LTU,2019,15.36
LUX,2000,1
LUX,2001,1
LUX,2002,1
LUX,2003,1
LUX,2004,1
LUX,2005,1
LUX,2006,1
LUX,2007,1
LUX,2008,1
LUX,2009,1
LUX,2010,1
LUX,2011,1
LUX,2012,1
LUX,2013,1
LUX,2014,1
LUX,2015,1
LUX,2016,1
LUX,2017,1
LUX,2018,1
LUX,2019,1
LVA,2000,16.54
LVA,2001,16.54
LVA,2002,16.54
LVA,2003,16.54
LVA,2004,16.54
LVA,2005,16.54
LVA,2006,16.54
LVA,2007,16.54
LVA,2008,16.54
LVA,2009,16.54
LVA,2010,16.54
LVA,2011,16.54
LVA,2012,16.54
LVA,2013,16.54
LVA,2014,16.54
LVA,2015,16.54
LVA,2016,16.54
LVA,2017,16.54
LVA,2018,16.54
LVA,2019,16.54
MAC,2000,0
MAC,2001,0
MAC,2002,0
MAC,2003,0
MAC,2004,0
MAC,2005,0
MAC,2006,0
MAC,2007,0
MAC,2008,0
MAC,2009,0
MAC,2010,0
MAC,2011,0
MAC,2012,0
MAC,2013,0
MAC,2014,0
MAC,2015,0
MAC,2016,0
MAC,2017,0
MAC,2018,0
MAC,2019,0
MAR,2000,22
MAR,2001,22
MAR,2002,22
MAR,2003,22
MAR,2004,22
MAR,2005,22
MAR,2006,22
MAR,2007,22
MAR,2008,22
MAR,2009,22
MAR,2010,22
MAR,2011,22
MAR,2012,22
MAR,2013,22
MAR,2014,22
MAR,2015,22
MAR,2016,22
MAR,2017,22
MAR,2018,22
MAR,2019,22
MCO,2000,0
MCO,2001,0
MCO,2002,0
MCO,2003,0
MCO,2004,0
MCO,2005,0
MCO,2006,0
MCO,2007,0
MCO,2008,0
MCO,2009,0
MCO,2010,0
MCO,2011,0
MCO,2012,0
MCO,2013,0
MCO,2014,0
MCO,2015,0
MCO,2016,0
MCO,2017,0
MCO,2018,0
MCO,2019,0
MDA,2000,1.32
MDA,2001,1.32
MDA,2002,1.32
MDA,2003,1.32
MDA,2004,1.32
MDA,2005,1.32
MDA,2006,1.32
MDA,2007,1.32
MDA,2008,1.32
MDA,2009,1.32
MDA,2010,1.32
MDA,2011,1.32
MDA,2012,1.32
MDA,2013,1.32
MDA,2014,1.32
MDA,2015,1.32
MDA,2016,1.32
MDA,2017,1.32
MDA,2018,1.32
MDA,2019,1.32
MDG,2000,332
MDG,2001,332
MDG,2002,332
MDG,2003,332
MDG,2004,332
MDG,2005,332
MDG,2006,332
MDG,2007,332
MDG,2008,332
MDG,2009,332
MDG,2010,332
MDG,2011,332
MDG,2012,332
MDG,2013,332
MDG,2014,332
MDG,2015,332
MDG,2016,332
MDG,2017,332
MDG,2018,332
MDG,2019,332
MDV,2000,0
MDV,2001,0
MDV,2002,0
MDV,2003,0
MDV,2004,0
MDV,2005,0
MDV,2006,0
MDV,2007,0
MDV,2008,0
MDV,2009,0
MDV,2010,0
MDV,2011,0
MDV,2012,0
MDV,2013,0
MDV,2014,0
MDV,2015,0
MDV,2016,0
MDV,2017,0
MDV,2018,0
MDV,2019,0
MEX,2000,350
MEX,2001,350
MEX,2002,350
MEX,2003,350
MEX,2004,350
MEX,2005,350
MEX,2006,350
MEX,2007,350
MEX,2008,350
MEX,2009,350
MEX,2010,350
MEX,2011,350
MEX,2012,350
MEX,2013,350
MEX,2014,350
MEX,2015,350
MEX,2016,350
MEX,2017,350
MEX,2018,350
MEX,2019,350
MHL,2000,0
MHL,2001,0
MHL,2002,0
MHL,2003,0
MHL,2004,0
MHL,2005,0
MHL,2006,0
MHL,2007,0
MHL,2008,0
MHL,2009,0
MHL,2010,0
MHL,2011,0
MHL,2012,0
MHL,2013,0
MHL,2014,0
MHL,2015,0
MHL,2016,0
MHL,2017,0
MHL,2018,0
MHL,2019,0
MKD,2000,5.4
MKD,2001,5.4
MKD,2002,5.4
MKD,2003,5.4
MKD,2004,5.4
MKD,2005,5.4
MKD,2006,5.4
MKD,2007,5.4
MKD,2008,5.4
MKD,2009,5.4
MKD,2010,5.4
MKD,2011,5.4
MKD,2012,5.4
MKD,2013,5.4
MKD,2014,5.4
MKD,2015,5.4
MKD,2016,5.4
MKD,2017,5.4
MKD,2018,5.4
MKD,2019,5.4
MLI,2000,50
MLI,2001,50
MLI,2002,50
MLI,2003,50
MLI,2004,50
MLI,2005,50
MLI,2006,50
MLI,2007,50
MLI,2008,50
MLI,2009,50
MLI,2010,50
MLI,2011,50
MLI,2012,50
MLI,2013,50
MLI,2014,50
MLI,2015,50
MLI,2016,50
MLI,2017,50
MLI,2018,50
MLI,2019,50
MLT,2000,0.0005
MLT,2001,0.0005
MLT,2002,0.0005
MLT,2003,0.0005
MLT,2004,0.0005
MLT,2005,0.0005
MLT,2006,0.0005
MLT,2007,0.0005
MLT,2008,0.0005
MLT,2009,0.0005
MLT,2010,0.0005
MLT,2011,0.0005
MLT,2012,0.0005
MLT,2013,0.0005
MLT,2014,0.0005
MLT,2015,0.0005
MLT,2016,0.0005
MLT,2017,0.0005
MLT,2018,0.0005
MLT,2019,0.0005
MMR,2000,992.1
MMR,2001,992.1
MMR,2002,992.1
MMR,2003,992.1
MMR,2004,992.1
MMR,2005,992.1
MMR,2006,992.1
MMR,2007,992.1
MMR,2008,992.1
MMR,2009,992.1
MMR,2010,992.1
MMR,2011,992.1
MMR,2012,992.1
MMR,2013,992.1
MMR,2014,992.1
MMR,2015,992.1
MMR,2016,992.1
MMR,2017,992.1
MMR,2018,992.1
MMR,2019,992.1
MNE,2000,0
MNE,2001,0
MNE,2002,0
MNE,2003,0
MNE,2004,0
MNE,2005,0
MNE,2006,0
MNE,2007,0
MNE,2008,0
MNE,2009,0
MNE,2010,0
MNE,2011,0
MNE,2012,0
MNE,2013,0
MNE,2014,0
MNE,2015,0
MNE,2016,0
MNE,2017,0
MNE,2018,0
MNE,2019,0
MNG,2000,32.7
MNG,2001,32.7
MNG,2002,32.7
MNG,2003,32.7
MNG,2004,32.7
MNG,2005,32.7
MNG,2006,32.7
MNG,2007,32.7
MNG,2008,32.7
MNG,2009,32.7
MNG,2010,32.7
MNG,2011,32.7
MNG,2012,32.7
MNG,2013,32.7
MNG,2014,32.7
MNG,2015,32.7
MNG,2016,32.7
MNG,2017,32.7
MNG,2018,32.7
MNG,2019,32.7
MNP,2000,0
MNP,2001,0
MNP,2002,0
MNP,2003,0
MNP,2004,0
MNP,2005,0
MNP,2006,0
MNP,2007,0
MNP,2008,0
MNP,2009,0
MNP,2010,0
MNP,2011,0
MNP,2012,0
MNP,2013,0
MNP,2014,0
MNP,2015,0
MNP,2016,0
MNP,2017,0
MNP,2018,0
MNP,2019,0
MOZ,2000,97.3
MOZ,2001,97.3
MOZ,2002,97.3
MOZ,2003,97.3
MOZ,2004,97.3
MOZ,2005,97.3
MOZ,2006,97.3
MOZ,2007,97.3
MOZ,2008,97.3
MOZ,2009,97.3
MOZ,2010,97.3
MOZ,2011,97.3
MOZ,2012,97.3
MOZ,2013,97.3
MOZ,2014,97.3
MOZ,2015,97.3
MOZ,2016,97.3
MOZ,2017,97.3
MOZ,2018,97.3
MOZ,2019,97.3
MRT,2000,0.1
MRT,2001,0.1
MRT,2002,0.1
MRT,2003,0.1
MRT,2004,0.1
MRT,2005,0.1
MRT,2006,0.1
MRT,2007,0.1
MRT,2008,0.1
MRT,2009,0.1
MRT,2010,0.1
MRT,2011,0.1
MRT,2012,0.1
MRT,2013,0.1
MRT,2014,0.1
MRT,2015,0.1
MRT,2016,0.1
MRT,2017,0.1
MRT,2018,0.1
MRT,2019,0.1
MUS,2000,2.358
MUS,2001,2.358
MUS,2002,2.358
MUS,2003,2.358
MUS,2004,2.358
MUS,2005,2.358
MUS,2006,2.358
MUS,2007,2.358
MUS,2008,2.358
MUS,2009,2.358
MUS,2010,2.358
MUS,2011,2.358
MUS,2012,2.358
MUS,2013,2.358
MUS,2014,2.358
MUS,2015,2.358
MUS,2016,2.358
MUS,2017,2.358
MUS,2018,2.358
MUS,2019,2.358
MWI,2000,16.14
MWI,2001,16.14
MWI,2002,16.14
MWI,2003,16.14
MWI,2004,16.14
MWI,2005,16.14
MWI,2006,16.14
MWI,2007,16.14
MWI,2008,16.14
MWI,2009,16.14
MWI,2010,16.14
MWI,2011,16.14
MWI,2012,16.14
MWI,2013,16.14
MWI,2014,16.14
MWI,2015,16.14
MWI,2016,16.14
MWI,2017,16.14
MWI,2018,16.14
MWI,2019,16.14
MYS,2000,566
MYS,2001,566
MYS,2002,566
MYS,2003,566
MYS,2004,566
MYS,2005,566
MYS,2006,566
MYS,2007,566
MYS,2008,566
MYS,2009,566
MYS,2010,566
MYS,2011,566
MYS,2012,566
MYS,2013,566
MYS,2014,566
MYS,2015,566
MYS,2016,566
MYS,2017,566
MYS,2018,566
MYS,2019,566
NAM,2000,4.1
NAM,2001,4.1
NAM,2002,4.1
NAM,2003,4.1
NAM,2004,4.1
NAM,2005,4.1
NAM,2006,4.1
NAM,2007,4.1
NAM,2008,4.1
NAM,2009,4.1
NAM,2010,4.1
NAM,2011,4.1
NAM,2012,4.1
NAM,2013,4.1
NAM,2014,4.1
NAM,2015,4.1
NAM,2016,4.1
NAM,2017,4.1
NAM,2018,4.1
NAM,2019,4.1
NCL,2000,0
NCL,2001,0
NCL,2002,0
NCL,2003,0
NCL,2004,0
NCL,2005,0
NCL,2006,0
NCL,2007,0
NCL,2008,0
NCL,2009,0
NCL,2010,0
NCL,2011,0
NCL,2012,0
NCL,2013,0
NCL,2014,0
NCL,2015,0
NCL,2016,0
NCL,2017,0
NCL,2018,0
NCL,2019,0
NER,2000,1
NER,2001,1
NER,2002,1
NER,2003,1
NER,2004,1
NER,2005,1
NER,2006,1
NER,2007,1
NER,2008,1
NER,2009,1
NER,2010,1
NER,2011,1
NER,2012,1
NER,2013,1
NER,2014,1
NER,2015,1
NER,2016,1
NER,2017,1
NER,2018,1
NER,2019,1
NGA,2000,214
NGA,2001,214
NGA,2002,214
NGA,2003,214
NGA,2004,214
NGA,2005,214
NGA,2006,214
NGA,2007,214
NGA,2008,214
NGA,2009,214
NGA,2010,214
NGA,2011,214
NGA,2012,214
NGA,2013,214
NGA,2014,214
NGA,2015,214
NGA,2016,214
NGA,2017,214
NGA,2018,214
NGA,2019,214
NIC,2000,152.6
NIC,2001,152.6
NIC,2002,152.6
NIC,2003,152.6
NIC,2004,152.6
NIC,2005,152.6
NIC,2006,152.6
NIC,2007,152.6
NIC,2008,152.6
NIC,2009,152.6
NIC,2010,152.6
NIC,2011,152.6
NIC,2012,152.6
NIC,2013,152.6
NIC,2014,152.6
NIC,2015,152.6
NIC,2016,152.6
NIC,2017,152.6
NIC,2018,152.6
NIC,2019,152.6
NIU,2000,0
NIU,2001,0
NIU,2002,0
NIU,2003,0
